EXP-LOAD, 2023-07-18T19:12:52.427, ubuntu22-b, mtd-zk-1, 0.580003
EXP-LOAD, 2023-07-18T19:17:14.676, ubuntu22-b, mtd-zk-1, 0.703603
EXP-LEAD, 2023-07-18T19:17:15.937, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:17:21.573, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:17:22.624, ubuntu22-b, mtd-zk-1, 0.702970
EXP-LOAD, 2023-07-18T19:17:30.148, ubuntu22-b, mtd-zk-1, 0.702970
EXP-LEAD, 2023-07-18T19:17:31.645, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:17:36.137, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:17:37.200, ubuntu22-b, mtd-zk-1, 0.651422
EXP-LOAD, 2023-07-18T19:17:44.843, ubuntu22-b, mtd-zk-1, 0.651422
EXP-LOAD, 2023-07-18T19:17:51.938, ubuntu22-b, mtd-zk-1, 0.674805
EXP-LOAD, 2023-07-18T19:18:02.562, ubuntu22-b, mtd-zk-1, 0.674805
EXP-LOAD, 2023-07-18T19:18:09.641, ubuntu22-b, mtd-zk-1, 0.668606
EXP-LEAD, 2023-07-18T19:18:11.157, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:18:18.854, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:18:19.903, ubuntu22-b, mtd-zk-1, 0.722724
EXP-LEAD, 2023-07-18T19:18:20.267, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:18:26.939, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:18:28.014, ubuntu22-b, mtd-zk-1, 0.722724
EXP-LOAD, 2023-07-18T19:18:37.463, ubuntu22-b, mtd-zk-1, 0.651618
EXP-LOAD, 2023-07-18T19:18:45.631, ubuntu22-b, mtd-zk-1, 0.651618
EXP-LEAD, 2023-07-18T19:18:47.765, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:18:55.518, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:18:56.598, ubuntu22-b, mtd-zk-1, 0.708706
EXP-LOAD, 2023-07-18T19:19:02.715, ubuntu22-b, mtd-zk-1, 0.708706
EXP-LOAD, 2023-07-18T19:19:13.858, ubuntu22-b, mtd-zk-1, 0.650192
EXP-LOAD, 2023-07-18T19:19:21.985, ubuntu22-b, mtd-zk-1, 0.723506
EXP-LOAD, 2023-07-18T19:19:29.132, ubuntu22-b, mtd-zk-1, 0.723506
EXP-LEAD, 2023-07-18T19:19:30.155, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:19:34.857, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:19:35.892, ubuntu22-b, mtd-zk-1, 0.685812
EXP-LEAD, 2023-07-18T19:19:37.293, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:19:46.028, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:19:47.083, ubuntu22-b, mtd-zk-1, 0.685812
EXP-LOAD, 2023-07-18T19:19:54.465, ubuntu22-b, mtd-zk-1, 0.701704
EXP-LOAD, 2023-07-18T19:20:02.633, ubuntu22-b, mtd-zk-1, 0.701704
EXP-LOAD, 2023-07-18T19:20:10.240, ubuntu22-b, mtd-zk-1, 0.691012
EXP-LOAD, 2023-07-18T19:20:24.389, ubuntu22-b, mtd-zk-1, 0.637210
EXP-LOAD, 2023-07-18T19:20:32.535, ubuntu22-b, mtd-zk-1, 0.637210
EXP-LOAD, 2023-07-18T19:20:43.642, ubuntu22-b, mtd-zk-1, 0.668483
EXP-LEAD, 2023-07-18T19:20:44.754, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:20:49.424, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:20:50.473, ubuntu22-b, mtd-zk-1, 0.717002
EXP-LOAD, 2023-07-18T19:20:57.968, ubuntu22-b, mtd-zk-1, 0.717002
EXP-LOAD, 2023-07-18T19:21:11.102, ubuntu22-b, mtd-zk-1, 0.695325
EXP-LOAD, 2023-07-18T19:21:19.225, ubuntu22-b, mtd-zk-1, 0.645805
EXP-LOAD, 2023-07-18T19:21:28.446, ubuntu22-b, mtd-zk-1, 0.645805
EXP-LOAD, 2023-07-18T19:21:35.411, ubuntu22-b, mtd-zk-1, 0.699414
EXP-LEAD, 2023-07-18T19:21:37.481, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:21:46.220, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:21:47.276, ubuntu22-b, mtd-zk-1, 0.699414
EXP-LEAD, 2023-07-18T19:21:48.582, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:21:53.286, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:21:54.346, ubuntu22-b, mtd-zk-1, 0.682204
EXP-LEAD, 2023-07-18T19:21:55.704, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:22:03.388, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:22:04.497, ubuntu22-b, mtd-zk-1, 0.720223
EXP-LOAD, 2023-07-18T19:22:10.863, ubuntu22-b, mtd-zk-1, 0.720223
EXP-LOAD, 2023-07-18T19:22:21.977, ubuntu22-b, mtd-zk-1, 0.670204
EXP-LOAD, 2023-07-18T19:22:28.132, ubuntu22-b, mtd-zk-1, 0.670204
EXP-LEAD, 2023-07-18T19:22:30.138, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:22:37.845, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:22:38.906, ubuntu22-b, mtd-zk-1, 0.729523
EXP-LOAD, 2023-07-18T19:22:45.315, ubuntu22-b, mtd-zk-1, 0.729523
EXP-LEAD, 2023-07-18T19:22:47.399, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:22:54.005, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:22:55.054, ubuntu22-b, mtd-zk-1, 0.743806
EXP-LOAD, 2023-07-18T19:23:02.650, ubuntu22-b, mtd-zk-1, 0.743806
EXP-LOAD, 2023-07-18T19:23:12.790, ubuntu22-b, mtd-zk-1, 0.637630
EXP-LEAD, 2023-07-18T19:23:14.834, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:23:19.330, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:23:20.378, ubuntu22-b, mtd-zk-1, 0.701408
EXP-LOAD, 2023-07-18T19:23:27.497, ubuntu22-b, mtd-zk-1, 0.701408
EXP-LOAD, 2023-07-18T19:23:36.161, ubuntu22-b, mtd-zk-1, 0.704208
EXP-LEAD, 2023-07-18T19:23:38.235, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:23:46.916, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:23:47.998, ubuntu22-b, mtd-zk-1, 0.704208
EXP-LEAD, 2023-07-18T19:23:49.347, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:23:53.880, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:23:54.962, ubuntu22-b, mtd-zk-1, 0.664812
EXP-LOAD, 2023-07-18T19:24:02.110, ubuntu22-b, mtd-zk-1, 0.664812
EXP-LEAD, 2023-07-18T19:24:04.137, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:24:08.610, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:24:09.661, ubuntu22-b, mtd-zk-1, 0.660304
EXP-LOAD, 2023-07-18T19:24:18.298, ubuntu22-b, mtd-zk-1, 0.660304
EXP-LOAD, 2023-07-18T19:24:26.418, ubuntu22-b, mtd-zk-1, 0.701814
EXP-LEAD, 2023-07-18T19:24:28.437, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:24:34.118, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:24:35.208, ubuntu22-b, mtd-zk-1, 0.667207
EXP-LOAD, 2023-07-18T19:24:41.607, ubuntu22-b, mtd-zk-1, 0.667207
EXP-LOAD, 2023-07-18T19:24:49.761, ubuntu22-b, mtd-zk-1, 0.622006
EXP-LEAD, 2023-07-18T19:24:51.313, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:24:55.865, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:24:56.927, ubuntu22-b, mtd-zk-1, 0.622006
EXP-LOAD, 2023-07-18T19:25:07.097, ubuntu22-b, mtd-zk-1, 0.644720
EXP-LOAD, 2023-07-18T19:25:15.217, ubuntu22-b, mtd-zk-1, 0.644720
EXP-LOAD, 2023-07-18T19:25:26.034, ubuntu22-b, mtd-zk-1, 0.694639
EXP-LOAD, 2023-07-18T19:25:33.001, ubuntu22-b, mtd-zk-1, 0.694639
EXP-LEAD, 2023-07-18T19:25:35.117, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:25:39.594, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:25:40.649, ubuntu22-b, mtd-zk-1, 0.658964
EXP-LOAD, 2023-07-18T19:25:51.294, ubuntu22-b, mtd-zk-1, 0.717803
EXP-LOAD, 2023-07-18T19:25:58.417, ubuntu22-b, mtd-zk-1, 0.717803
EXP-LOAD, 2023-07-18T19:26:09.548, ubuntu22-b, mtd-zk-1, 0.689409
EXP-LOAD, 2023-07-18T19:26:15.656, ubuntu22-b, mtd-zk-1, 0.689409
EXP-LEAD, 2023-07-18T19:26:17.806, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:26:22.366, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:26:23.403, ubuntu22-b, mtd-zk-1, 0.721613
EXP-LEAD, 2023-07-18T19:26:24.439, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:26:34.159, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:26:35.218, ubuntu22-b, mtd-zk-1, 0.681121
EXP-LEAD, 2023-07-18T19:26:35.589, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:26:40.108, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:26:41.159, ubuntu22-b, mtd-zk-1, 0.681121
EXP-LOAD, 2023-07-18T19:26:46.769, ubuntu22-b, mtd-zk-1, 0.681121
EXP-LEAD, 2023-07-18T19:26:48.849, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:26:56.598, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:26:57.677, ubuntu22-b, mtd-zk-1, 0.728401
EXP-LOAD, 2023-07-18T19:27:04.004, ubuntu22-b, mtd-zk-1, 0.686207
EXP-LOAD, 2023-07-18T19:27:11.157, ubuntu22-b, mtd-zk-1, 0.686207
EXP-LEAD, 2023-07-18T19:27:11.768, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:27:16.375, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:27:17.427, ubuntu22-b, mtd-zk-1, 0.686207
EXP-LOAD, 2023-07-18T19:27:26.581, ubuntu22-b, mtd-zk-1, 0.693606
EXP-LOAD, 2023-07-18T19:27:35.694, ubuntu22-b, mtd-zk-1, 0.671907
EXP-LOAD, 2023-07-18T19:27:46.870, ubuntu22-b, mtd-zk-1, 0.671907
EXP-LOAD, 2023-07-18T19:27:54.007, ubuntu22-b, mtd-zk-1, 0.761816
EXP-LOAD, 2023-07-18T19:28:02.064, ubuntu22-b, mtd-zk-1, 0.761816
EXP-LOAD, 2023-07-18T19:28:10.773, ubuntu22-b, mtd-zk-1, 0.635342
EXP-LOAD, 2023-07-18T19:28:21.357, ubuntu22-b, mtd-zk-1, 0.655009
EXP-LOAD, 2023-07-18T19:28:29.481, ubuntu22-b, mtd-zk-1, 0.655009
EXP-LOAD, 2023-07-18T19:28:39.597, ubuntu22-b, mtd-zk-1, 0.686728
EXP-LEAD, 2023-07-18T19:28:40.683, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:28:46.233, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:28:47.273, ubuntu22-b, mtd-zk-1, 0.686728
EXP-LOAD, 2023-07-18T19:28:53.356, ubuntu22-b, mtd-zk-1, 0.768819
EXP-LOAD, 2023-07-18T19:29:00.980, ubuntu22-b, mtd-zk-1, 0.768819
EXP-LOAD, 2023-07-18T19:29:08.133, ubuntu22-b, mtd-zk-1, 0.670713
EXP-LOAD, 2023-07-18T19:29:18.321, ubuntu22-b, mtd-zk-1, 0.670713
EXP-LOAD, 2023-07-18T19:29:25.409, ubuntu22-b, mtd-zk-1, 0.672806
EXP-LEAD, 2023-07-18T19:29:27.440, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:29:33.019, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:29:34.069, ubuntu22-b, mtd-zk-1, 0.685016
EXP-LOAD, 2023-07-18T19:29:45.653, ubuntu22-b, mtd-zk-1, 0.685016
EXP-LEAD, 2023-07-18T19:29:47.721, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:29:52.301, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:29:53.357, ubuntu22-b, mtd-zk-1, 0.672615
EXP-LOAD, 2023-07-18T19:30:00.864, ubuntu22-b, mtd-zk-1, 0.672615
EXP-LOAD, 2023-07-18T19:30:09.953, ubuntu22-b, mtd-zk-1, 0.666768
EXP-LOAD, 2023-07-18T19:30:18.101, ubuntu22-b, mtd-zk-1, 0.666768
EXP-LOAD, 2023-07-18T19:30:26.185, ubuntu22-b, mtd-zk-1, 0.637613
EXP-LOAD, 2023-07-18T19:30:36.304, ubuntu22-b, mtd-zk-1, 0.624007
EXP-LOAD, 2023-07-18T19:30:43.398, ubuntu22-b, mtd-zk-1, 0.624007
EXP-LOAD, 2023-07-18T19:30:50.060, ubuntu22-b, mtd-zk-1, 0.666045
EXP-LOAD, 2023-07-18T19:30:58.658, ubuntu22-b, mtd-zk-1, 0.666045
EXP-LOAD, 2023-07-18T19:31:06.914, ubuntu22-b, mtd-zk-1, 0.673104
EXP-LOAD, 2023-07-18T19:31:17.977, ubuntu22-b, mtd-zk-1, 0.673104
EXP-LOAD, 2023-07-18T19:31:27.180, ubuntu22-b, mtd-zk-1, 0.674212
EXP-LEAD, 2023-07-18T19:31:29.150, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:31:36.759, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:31:37.805, ubuntu22-b, mtd-zk-1, 0.693128
EXP-LOAD, 2023-07-18T19:31:44.313, ubuntu22-b, mtd-zk-1, 0.693128
EXP-LEAD, 2023-07-18T19:31:46.340, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:31:52.036, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:31:53.117, ubuntu22-b, mtd-zk-1, 0.638409
EXP-LOAD, 2023-07-18T19:31:59.530, ubuntu22-b, mtd-zk-1, 0.638409
EXP-LOAD, 2023-07-18T19:32:06.638, ubuntu22-b, mtd-zk-1, 0.724413
EXP-LOAD, 2023-07-18T19:32:13.747, ubuntu22-b, mtd-zk-1, 0.724413
EXP-LEAD, 2023-07-18T19:32:14.769, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:32:20.317, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:32:21.366, ubuntu22-b, mtd-zk-1, 0.652206
EXP-LOAD, 2023-07-18T19:32:29.989, ubuntu22-b, mtd-zk-1, 0.652206
EXP-LOAD, 2023-07-18T19:32:38.095, ubuntu22-b, mtd-zk-1, 0.690415
EXP-LOAD, 2023-07-18T19:32:47.215, ubuntu22-b, mtd-zk-1, 0.690415
EXP-LOAD, 2023-07-18T19:32:55.316, ubuntu22-b, mtd-zk-1, 0.687214
EXP-LOAD, 2023-07-18T19:33:05.920, ubuntu22-b, mtd-zk-1, 0.561852
EXP-LOAD, 2023-07-18T19:33:14.086, ubuntu22-b, mtd-zk-1, 0.561852
EXP-LOAD, 2023-07-18T19:33:22.177, ubuntu22-b, mtd-zk-1, 0.669110
EXP-LOAD, 2023-07-18T19:33:31.273, ubuntu22-b, mtd-zk-1, 0.669110
EXP-LEAD, 2023-07-18T19:33:32.301, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:33:37.880, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:33:38.917, ubuntu22-b, mtd-zk-1, 0.634407
EXP-LEAD, 2023-07-18T19:33:39.390, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:33:47.998, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:33:49.043, ubuntu22-b, mtd-zk-1, 0.636212
EXP-LEAD, 2023-07-18T19:33:50.535, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:33:56.064, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:33:57.106, ubuntu22-b, mtd-zk-1, 0.636212
EXP-LEAD, 2023-07-18T19:33:57.648, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:34:03.128, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:34:04.190, ubuntu22-b, mtd-zk-1, 0.668315
EXP-LEAD, 2023-07-18T19:34:05.229, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:34:12.918, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:34:13.954, ubuntu22-b, mtd-zk-1, 0.668315
EXP-LEAD, 2023-07-18T19:34:15.354, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:34:19.960, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:34:21.061, ubuntu22-b, mtd-zk-1, 0.691516
EXP-LOAD, 2023-07-18T19:34:29.551, ubuntu22-b, mtd-zk-1, 0.691516
EXP-LOAD, 2023-07-18T19:34:37.733, ubuntu22-b, mtd-zk-1, 0.703804
EXP-LOAD, 2023-07-18T19:34:48.860, ubuntu22-b, mtd-zk-1, 0.703804
EXP-LOAD, 2023-07-18T19:34:54.961, ubuntu22-b, mtd-zk-1, 0.717117
EXP-LOAD, 2023-07-18T19:35:06.064, ubuntu22-b, mtd-zk-1, 0.691043
EXP-LEAD, 2023-07-18T19:35:08.173, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:35:12.793, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:35:13.853, ubuntu22-b, mtd-zk-1, 0.691043
EXP-LEAD, 2023-07-18T19:35:15.288, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:35:20.048, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:35:21.113, ubuntu22-b, mtd-zk-1, 0.697666
EXP-LOAD, 2023-07-18T19:35:28.204, ubuntu22-b, mtd-zk-1, 0.697666
EXP-LOAD, 2023-07-18T19:35:36.315, ubuntu22-b, mtd-zk-1, 0.617405
EXP-LEAD, 2023-07-18T19:35:37.367, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:35:41.808, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:35:42.870, ubuntu22-b, mtd-zk-1, 0.617405
EXP-LOAD, 2023-07-18T19:35:50.549, ubuntu22-b, mtd-zk-1, 0.618714
EXP-LOAD, 2023-07-18T19:36:00.665, ubuntu22-b, mtd-zk-1, 0.618714
EXP-LEAD, 2023-07-18T19:36:02.747, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:36:09.249, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:36:10.295, ubuntu22-b, mtd-zk-1, 0.700216
EXP-LOAD, 2023-07-18T19:36:19.976, ubuntu22-b, mtd-zk-1, 0.720617
EXP-LOAD, 2023-07-18T19:36:28.041, ubuntu22-b, mtd-zk-1, 0.720617
EXP-LEAD, 2023-07-18T19:36:31.038, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:36:35.475, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:36:36.536, ubuntu22-b, mtd-zk-1, 0.659016
EXP-LOAD, 2023-07-18T19:36:48.248, ubuntu22-b, mtd-zk-1, 0.659016
EXP-LOAD, 2023-07-18T19:36:56.347, ubuntu22-b, mtd-zk-1, 0.652495
EXP-LEAD, 2023-07-18T19:36:57.869, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:37:02.316, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:37:03.361, ubuntu22-b, mtd-zk-1, 0.652495
EXP-LOAD, 2023-07-18T19:37:14.131, ubuntu22-b, mtd-zk-1, 0.638222
EXP-LOAD, 2023-07-18T19:37:21.210, ubuntu22-b, mtd-zk-1, 0.709735
EXP-LEAD, 2023-07-18T19:37:22.231, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:37:26.784, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:37:27.848, ubuntu22-b, mtd-zk-1, 0.709735
EXP-LOAD, 2023-07-18T19:37:38.450, ubuntu22-b, mtd-zk-1, 0.760239
EXP-LOAD, 2023-07-18T19:37:47.549, ubuntu22-b, mtd-zk-1, 0.760239
EXP-LOAD, 2023-07-18T19:37:55.664, ubuntu22-b, mtd-zk-1, 0.663010
EXP-LOAD, 2023-07-18T19:38:03.786, ubuntu22-b, mtd-zk-1, 0.663010
EXP-LEAD, 2023-07-18T19:38:04.866, ubuntu22-b, mtd-zk-1, START
EXP-LEAD, 2023-07-18T19:38:15.661, ubuntu22-b, mtd-zk-1, END
EXP-LOAD, 2023-07-18T19:38:16.702, ubuntu22-b, mtd-zk-1, 0.647605
EXP-LOAD, 2023-07-18T19:38:25.055, ubuntu22-b, mtd-zk-1, 0.680208
EXP-LOAD, 2023-07-18T19:38:31.190, ubuntu22-b, mtd-zk-1, 0.680208
EXP-LOAD, 2023-07-18T19:38:39.292, ubuntu22-b, mtd-zk-1, 0.633818
EXP-LOAD, 2023-07-18T19:38:45.416, ubuntu22-b, mtd-zk-1, 0.633818
